original,clickbait,methods_vector,neutralized,STS_similarity,BERTScore_P,BERTScore_R,BERTScore_F1,LLM_Judge_Level,LLM_Judge_Explanation
marco rubio becomes early hope for mainstream u.s. republicans,marco rubio emerges as the leading figure for mainstream republicans,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",marco rubio is seen as a prominent figure among mainstream republicans,0.7754814624786377,0.9241920709609984,0.9203250408172609,0.9222545027732848,medium,"The neutralized headline alters the focus from Rubio being an 'early hope' to being 'seen as a prominent figure', which changes the implication of his role in the Republican party."
record number of states punishing human rights activism: u.n,u.n. reports alarming increase in state punishments against human rights activism,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",u.n. reports increase in state punishments against human rights activism,0.8704996705055237,0.9341604709625244,0.9203169345855712,0.9271870255470276,medium,"While the neutralized headline conveys that the U.N. is reporting on state punishments related to human rights activism, it does not capture the notion of a 'record number of states,' which alters the emphasis on the severity of the situation."
two arrested after french counter-terrorism raid near paris,alarming developments: two arrested in french counter-terrorism operation near paris,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",two people arrested in counter-terrorism operation near paris,0.9059343934059144,0.971849799156189,0.966044783592224,0.9689385890960692,high,The neutralized headline maintains the core information regarding the arrests and the context of a counter-terrorism operation near Paris.
tillerson says russia must make first move in ukraine peace process,tillerson's compelling statement on russia's role in the ukraine peace process,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",tillerson's statement on russia's role in the ukraine peace process,0.8104292154312134,0.9571191668510436,0.9454573392868042,0.9512525200843812,medium,The neutralized headline captures the general topic of Tillerson's statement regarding Russia's role but loses the specific emphasis on the need for Russia to take the first move in the peace process.
new zealand forestry a first test in nationalist party's protectionist agenda,new zealand forestry: a critical test for the nationalist party's protectionist vision,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",new zealand forestry and its implications for the nationalist party's protectionist vision,0.9698314666748048,0.9200559854507446,0.9024601578712464,0.9111731052398682,medium,"The neutralized headline alters the focus from a test of the nationalist party's agenda to a discussion of its implications, leading to a change in nuance and emphasis."
white house seeking sharp budget cut to climate agency: washington post,white house eyes significant budget cuts to climate agency: what’s at stake?,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",white house considers budget cuts to climate agency,0.9144343137741088,0.9716641902923584,0.8952858448028564,0.9319126605987548,medium,"The neutralized headline changes 'seeking sharp budget cut' to 'considers budget cuts,' which alters the intensity and certainty of the White House's intentions regarding the cuts."
indian journalist shot dead at her residence,tragic loss: indian journalist killed in her own home,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",indian journalist killed in her home,0.8740484118461609,0.9830272197723388,0.97765052318573,0.9803314805030824,high,"The neutralized headline maintains the core information of the original by conveying that an Indian journalist was killed at her residence, despite the change from 'shot dead' to 'killed.'"
"u.n. chief condemns n.korea nuclear test, says it is 'profoundly destabilizing'",u.n. chief's strong condemnation of north korea's nuclear test: is it truly destabilizing?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",u.n. chief condemns north korea's nuclear test as destabilizing,0.969030499458313,0.972991704940796,0.9388105869293212,0.9555955529212952,high,"The neutralized headline preserves the main message of the original by maintaining the condemnation of North Korea's nuclear test and its characterization as destabilizing, albeit with slightly less emphasis on the severity ('profoundly')."
new york vows to sue trump over immigrant children protections,new york's game-changing decision to challenge trump’s stance on immigrant children,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",new york challenges trump’s stance on immigrant children,0.805713415145874,0.9490762948989868,0.9460684061050416,0.9475699663162231,medium,"While both headlines address a conflict between New York and Trump regarding immigrant children, the original specifically mentions a lawsuit, which is a significant legal action that is not captured in the neutralized version."
catalan leader's address canceled: regional government,catalan leadership faces uncertainty: address abruptly canceled,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",catalan leadership experiences uncertainty as address is canceled,0.734261155128479,0.9354735016822816,0.923612117767334,0.9295050501823424,medium,"The neutralized headline suggests broader implications of uncertainty for the Catalan leadership rather than just the cancellation of the address, thus altering the original meaning."
trump jr.'s russia emails could trigger probe under election law,could trump jr.'s russia emails spark a major election law investigation?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",trump jr.'s russia emails may lead to an election law investigation,0.9533699750900269,0.9749373197555542,0.9747822284698486,0.9748597741127014,high,"The neutralized headline maintains the core idea of the original, indicating a potential legal inquiry stemming from the emails while using different wording."
russia's olympic ban strengthens putin's re-election hand,how russia's olympic ban may bolster putin's path to re-election,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",how russia's olympic ban could impact putin's re-election campaign,0.9095296263694764,0.9506518840789796,0.9589918851852416,0.954803705215454,medium,"While the neutralized headline captures the potential impact of the Olympic ban on Putin's re-election, it shifts the focus from a strengthening effect to a more uncertain influence, resulting in a noticeable change in meaning."
u.s. leaders must still 'distrust' iran: clinton,clinton's warning: why u.s. leaders should continue to distrust iran,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",clinton discusses reasons for u.s. leaders to remain cautious about iran,0.7724804878234863,0.9080753326416016,0.9043055772781372,0.9061865210533142,medium,"The neutralized headline conveys a similar cautionary sentiment regarding Iran, but the original's specific phrasing of 'distrust' and attribution to Clinton is less explicitly preserved."
highlights: hong kong leader carrie lam delivers maiden policy address,looking back: key takeaways from carrie lam's first policy address in hong kong,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",key takeaways from carrie lam's first policy address in hong kong,0.8375403881072998,0.9111162424087524,0.9280439615249634,0.9195021986961364,high,"The neutralized headline effectively captures the essence of the original by indicating it is Carrie Lam's first policy address in Hong Kong, while emphasizing key takeaways."
"gunman opens fire in moscow pastry factory, killing one","tragedy strikes: gunman opens fire in moscow pastry factory, leaving one dead","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","gunman opens fire in moscow pastry factory, resulting in one death",0.9846704006195068,0.9702195525169371,0.97864031791687,0.9744117259979248,high,"The neutralized headline maintains the core information of the original, conveying the same event and the outcome, with only a slight change in phrasing."
fujifilm unit wins $768 million defense contract: pentagon,fujifilm's $768 million defense contract: what this means for the future,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",fujifilm secures a $768 million defense contract,0.8581371307373047,0.9721019268035888,0.9345864057540894,0.95297509431839,high,"The neutralized headline conveys the essential information that Fujifilm has obtained a significant defense contract, maintaining the monetary value and context without loss of meaning."
"aid agencies say yemen blockade remains, egeland calls it 'collective punishment'",ongoing yemen blockade: aid agencies warn of humanitarian catastrophe,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",ongoing blockade in yemen raises concerns from aid agencies about humanitarian crisis,0.7690048813819885,0.8903859853744507,0.8716981410980225,0.8809429407119751,medium,"While the neutralized headline conveys concerns about the humanitarian situation in Yemen, it omits the specifics of the blockade being labeled as 'collective punishment' by Egeland, which alters the original's nuance."
police arrest woman in tanzania over video of same-sex kiss,arrest in tanzania: what the viral same-sex kiss video reveals about society,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",arrest in tanzania related to viral same-sex kiss video and its societal implications,0.7809358239173889,0.9131081700325012,0.9296560287475586,0.9213078618049622,medium,"While the neutralized headline maintains some elements of the original, such as the mention of a viral video and its relation to society, it omits the specific action of arresting a woman, which changes the focus and the specificity of the original event."
"russia casts 10th u.n. veto on syria action, blocking inquiry renewal",russia's 10th veto at the u.n.: what this means for syrian peace efforts,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",russia uses its 10th veto at the u.n. regarding syrian peace efforts,0.8899122476577759,0.9398160576820374,0.9268996715545654,0.933313250541687,medium,"While the neutralized headline captures the fact that Russia is using its veto at the U.N. concerning Syria, it fails to convey the specific context of blocking an inquiry renewal, which changes the focus from a veto action to a more general peace effort."
"trump says nato not obsolete, reversing campaign stance",trump's surprising shift: nato not obsolete after all?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",trump states that nato is not obsolete,0.8872904777526855,0.9515186548233032,0.9097981452941896,0.9301908612251282,medium,"The neutralized headline captures the core assertion about NATO not being obsolete, but it loses the information regarding Trump's reversal of his campaign stance."
in the battle for hollywood endorsements - and cash - clinton rules,clinton dominates in the struggle for hollywood's endorsements and support,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",clinton secures endorsements and support from hollywood,0.7971857786178589,0.8906686305999756,0.8502872586250305,0.8700096011161804,medium,"The neutralized headline conveys that Clinton is receiving endorsements and support from Hollywood, but it omits the competitive aspect of the original headline indicating a 'battle' for endorsements and cash."
trump ordered emergency meeting after global cyber attack: official,trump’s emergency meeting: what prompted the urgent response to the cyber attack?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",trump holds emergency meeting in response to cyber attack,0.942177951335907,0.9444382190704346,0.9184043407440186,0.931239366531372,medium,The neutralized headline preserves the general idea of responding to a cyber attack but omits the detail that the meeting was ordered due to the urgency of a global context.
"small protests against trump in japan, philippines",global discontent: protests against trump emerge in japan and the philippines,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",global protests against trump occur in japan and the philippines,0.9024399518966676,0.9800353050231934,0.9871055483818054,0.9835577011108398,medium,"The neutralized headline changes the scale of the protests from 'small' to 'global', which alters the intensity and implication of the original meaning."
islamic state attack west of baghdad kills seven: security sources,seven lives lost in latest islamic state attack near baghdad: the ongoing threat,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",seven lives lost in islamic state attack near baghdad,0.773172914981842,0.9151859283447266,0.9048694372177124,0.9099984169006348,high,"The neutralized headline retains the core information about the attack by the Islamic State and the loss of seven lives near Baghdad, preserving the original meaning effectively."
trump likely to visit china during november asia trip: u.s. official,trump's november asia trip: will a visit to china be on the agenda?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",trump's november asia trip may include a visit to china,0.9005410075187683,0.9428269863128662,0.9204546809196472,0.9315064549446106,medium,"The neutralized headline conveys the possibility of a visit to China during the trip but does not explicitly state that it is 'likely' or confirm it based on a U.S. official's statement, introducing a degree of uncertainty."
"exclusive: cameroonian troops entered nigeria without seeking authorization, sources in nigeria say",did cameroonian troops cross into nigeria unannounced? sources raise concerns,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","cameroonian troops reportedly crossed into nigeria, raising concerns",0.8506807088851929,0.9302821159362792,0.9090868830680848,0.9195623993873596,medium,"The neutralized headline changes the emphasis from the unauthorized entry of troops to a more general report of their crossing, thus partially preserving the original meaning while omitting specific details about authorization and source credibility."
thai police arrest hells angels gang members,hells angels gang members arrested in thailand: what led to the crackdown?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",hells angels gang members arrested in thailand following a crackdown,0.939006209373474,0.9145981073379515,0.8909049034118652,0.9025960564613342,medium,"While the neutralized headline conveys that Hells Angels gang members were arrested in Thailand, it shifts the focus to a 'crackdown' and lacks explicit mention of the Thai police, resulting in a change of emphasis."
"new jersey governor christie halts road, bridge projects",new jersey governor christie puts major road and bridge projects on hold: the implications,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",new jersey governor christie halts major road and bridge projects,0.9842106103897096,0.9843879342079164,0.9915333986282348,0.9879477620124816,high,"The neutralized headline retains the essential information from the original while adding the term 'major,' which does not alter the overall meaning."
chile's pinera says spending plan would cost $14 billion,chile's piñera reveals $14 billion price tag: what it means for the future,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",chile's piñera discloses $14 billion price tag and its implications for the future,0.8246200084686279,0.8914257287979126,0.906051754951477,0.898679256439209,medium,"While the neutralized headline conveys the financial aspect and mentions a future implication, it shifts the focus from the announcement of the spending plan to its potential consequences, altering the original meaning."
u.s. announces new iran-related sanctions,us unveils new sanctions on iran: what’s the implications?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",us announces new sanctions on iran and their implications,0.927130401134491,0.922826647758484,0.945209801197052,0.9338840842247008,medium,"The neutralized headline partially preserves the meaning by indicating that the U.S. is announcing sanctions related to Iran, but it alters the focus to include 'implications' which may change the interpretation of the original intent."
venezuela to start criminal probe into ex-oil czar ramirez,venezuela launches investigation into former oil czar ramirez: what are the allegations?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",venezuela investigates former oil czar ramirez regarding allegations,0.911835789680481,0.9556882381439208,0.9537622928619384,0.9547242522239684,medium,"While the neutralized headline captures the essence of the investigation and references Ramirez as a former oil czar, it lacks the specific mention of a 'criminal probe' which indicates the severity of the situation."
mayor says atlantic city may face bankruptcy after bill vetoed,is atlantic city on the brink of bankruptcy? mayor sounding the alarm,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","atlantic city faces potential bankruptcy, mayor raises concerns",0.8670353889465332,0.8915205001831055,0.8911592960357666,0.8913398385047913,medium,"The neutralized headline captures the idea of potential bankruptcy and the mayor's concerns but removes the specific context of a bill veto, which is a significant detail from the original."
kerry meets authors of dissenting cable on u.s. syria policy,kerry engages with dissenting voices on us syria policy: what’s at stake?,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",kerry discusses differing opinions on us syria policy and potential implications,0.7304487228393555,0.908519983291626,0.9184810519218444,0.91347336769104,medium,"While the neutralized headline captures the notion of discussing differing opinions, it loses the specific context of the meeting with authors of the dissenting cable."
'i feel like i'm going crazy:' migrant health crumbles in greece,migrant health in greece reaches a breaking point: are we failing them?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",migrant health in greece reaches a critical situation,0.9161210060119628,0.9027408361434937,0.8598570823669434,0.8807772994041443,medium,"The neutralized headline conveys a serious issue regarding migrant health in Greece but loses the emotional aspect and individual experience of feeling overwhelmed or 'going crazy,' which is present in the original headline."
brazil congressional report recommends shelving temer charges,congressional report in brazil suggests shelving temer charges: what happens next?,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",congressional report in brazil suggests shelving temer charges,0.968073844909668,0.9289525747299194,0.9376094341278076,0.9332609176635742,high,The neutralized headline retains the essential meaning of the original by indicating that a congressional report in Brazil is recommending the shelving of charges against Temer.
u.s. airlines meet with homeland security on expanding laptop ban,u.s. airlines in high-stakes meeting with homeland security: what's next for airline travelers?,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",u.s. airlines meeting with homeland security to discuss future for airline travelers,0.7929369807243347,0.9509592056274414,0.9504185914993286,0.9506888389587402,medium,The neutralized headline captures the aspect of a meeting between U.S. airlines and Homeland Security but alters the focus from the specific topic of the laptop ban to a more general discussion about airline travelers.
"pakistan's ex-pm sharif appears before anti-corruption court, set to be indicted",ex-pm sharif faces potential indictment in anti-corruption court: what lies ahead?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",ex-pm sharif may face indictment in anti-corruption court,0.8850998878479004,0.9412438869476318,0.8985884189605713,0.9194216728210448,medium,"While both headlines reference Sharif's potential legal issues, the neutralized version lacks the certainty of him appearing in court and being set to be indicted, instead implying a possibility without confirmation."
'net neutrality' faces a stiff judicial test,net neutrality's critical judicial challenge: how will it affect you?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",net neutrality faces judicial challenge and its potential effects,0.9006403684616089,0.9080768823623656,0.9098117351531982,0.9089435338974,medium,"The neutralized headline conveys a related theme of challenge regarding net neutrality but shifts the focus from a specific 'stiff judicial test' to a broader discussion on 'potential effects,' altering the original meaning."
trump taps goldman sachs executive cohn for key economic post,trump appoints goldman sachs executive cohn: what does this mean for the economy?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",trump appoints goldman sachs executive gary cohn to economic position,0.9168554544448853,0.9335559606552124,0.949244499206543,0.9413348436355592,high,"The neutralized headline maintains the essential meaning of the original by conveying that Trump is appointing a Goldman Sachs executive, specifically Gary Cohn, to an economic role."
trump does not agree with lawmaker's immigration tweet: white house,trump at odds with lawmaker over immigration tweet: what's the fallout?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",trump disagrees with lawmaker over immigration tweet and discusses potential consequences,0.8168873190879822,0.9134271144866944,0.9028096199035645,0.9080873131752014,medium,"The neutralized headline introduces the notion of discussing potential consequences and implies a more elaborate interaction than simply disagreement, which alters the original meaning somewhat."
"u.s. bombers, fighter jets in bombing drill over korean peninsula: south korea",u.s. conducts high-profile military drill over korean peninsula: what are they demonstrating?,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",u.s. conducts military drill over korean peninsula,0.763185441493988,0.960978388786316,0.9169198274612428,0.9384322166442872,medium,"The neutralized headline conveys the general idea of a military drill but omits specific details about the types of aircraft involved and the context provided by South Korea, thus altering the meaning."
trump says supreme court decision on travel ban 'a clear victory',trump declares supreme court's travel ban ruling 'a clear victory': but for whom?,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",trump comments on supreme court's travel ban ruling as a clear victory,0.9466573596000672,0.955979347229004,0.9557204842567444,0.9558498859405518,high,The neutralized headline maintains the essential meaning of the original by conveying Trump's positive reaction to the Supreme Court's travel ban ruling.
"saudi says 208 questioned in graft probe, at least $100 billion stolen",saudi arabia investigates 208 individuals after discovering over $100 billion in alleged corruption,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",saudi arabia investigates 208 individuals for alleged corruption involving over $100 billion,0.7669762969017029,0.8866664171218872,0.915942132472992,0.9010665416717528,high,"The neutralized headline maintains the core facts of the original, including the number of individuals questioned, the focus on corruption, and the amount of money involved."
nigeria's buhari to pass through london after u.n. general assembly trip,nigeria's buhari plans london stopover following significant un general assembly visit,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",nigeria's buhari to make stopover in london after un general assembly visit,0.9209784269332886,0.9403252005577089,0.94870263338089,0.9444953799247742,high,"The neutralized headline maintains the core meaning of the original, indicating that Buhari will stop in London following a visit to the UN General Assembly, with only minor phrasing changes."
iraq criminalises same-sex relationships with harsh prison sentences,iraq's new law imposes severe penalties on same-sex relationships: the implications are startling,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",iraq enacts new law imposing penalties on same-sex relationships,0.8504279851913452,0.9313506484031676,0.9330880641937256,0.9322184920310974,medium,"While the neutralized headline conveys the enactment of a law and the imposition of penalties, it does not specify that the penalties are harsh prison sentences, which is a significant aspect of the original headline's meaning."
obama carbon plan will survive court ruling: epa,epa confirms: obama's carbon plan to withstand legal challenges—what this means for the future,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",epa confirms obama's carbon plan will face legal challenges and its implications for the future,0.8233359456062317,0.8879637718200684,0.8843843936920166,0.886170506477356,medium,"The neutralized headline changes the focus from the confirmation of the plan's survival to the acknowledgment of potential legal challenges, altering the original meaning but still addressing related themes."
putin-trump meeting not yet planned for asia summit: kremlin,kremlin confirms no plans for putin-trump meeting at upcoming asia summit—what could this signal?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",kremlin confirms no plans for putin-trump meeting at upcoming asia summit,0.9211865663528442,0.9259787797927856,0.930203139781952,0.9280862212181092,high,"The neutralized headline accurately conveys that there are no plans for a Putin-Trump meeting at the Asia summit, aligning closely with the original statement from the Kremlin."
judge garland not interested in fbi job: sources,surprising turn: judge garland reportedly declines interest in fbi position amid ongoing speculation,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",judge garland reportedly declines interest in fbi position amid ongoing speculation,0.9164645075798036,0.9230930209159852,0.9369109869003296,0.929950714111328,medium,"While the neutralized headline captures the essence of Garland's lack of interest in the FBI job, it introduces language that suggests speculation and reports, which alters the directness of the original message."
bahraini civil society group under pressure after israel visit,bahraini civil society faces increased scrutiny following controversial israel visit,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",bahraini civil society experiences heightened scrutiny after israel visit,0.8851658701896667,0.9692164659500122,0.9729362726211548,0.971072793006897,medium,"While the neutralized headline conveys a sense of increased scrutiny, it alters the original meaning of 'pressure', which implies a more intense and immediate threat to the civil society group."
us secretly sent ukraine long-range atacms missiles,us reportedly discreetly delivers long-range atacms missiles to ukraine: what's behind this move?,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",us delivers long-range atacms missiles to ukraine,0.8510428071022034,0.9591171741485596,0.9546399116516112,0.9568732976913452,medium,"The neutralized headline alters the secrecy aspect of the original headline, changing the connotation and context of the delivery."
british aid minister patel resigns in new test for pm may,patel's resignation poses fresh challenge for pm may: what happens next?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","patel resigns, creating new challenges for pm may: future implications",0.7579427361488342,0.8846285343170166,0.8750004768371582,0.8797882199287415,medium,"While the neutralized headline captures the resignation and indicates a challenge for PM May, it shifts the focus to future implications, which alters the original context."
"pence warns north korea of u.s. resolve shown in syria, afghan strikes",pence issues strong warning to north korea: how recent strikes reflect us commitment,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",pence warns north korea about recent strikes reflecting us commitment,0.8805469870567322,0.9318034052848816,0.9072153568267822,0.919344961643219,medium,"While the neutralized headline captures the warning and the idea of commitment, it omits specific references to Syria and Afghanistan, thus altering the context of the U.S. resolve."
rubio campaign urges supporters in ohio to back kasich,rubio campaign calls on ohio supporters: the strategic push for kasich explained,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",rubio campaign engages ohio supporters to explain strategic push for kasich,0.8761773109436035,0.938390851020813,0.955020308494568,0.9466325044631958,medium,"The neutralized headline captures the engagement aspect but alters the focus from urging support to explaining a strategic push, which changes the original intent significantly."
"afghan civilian casualties from air strikes rise more than 50 percent, says u.n.",u.n. reports sharper rise in afghan civilian casualties: the alarming statistics behind air strikes,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",u.n. reports increase in afghan civilian casualties related to air strikes,0.8373456597328186,0.9477919936180116,0.9352785348892212,0.9414937496185304,high,"The neutralized headline maintains the core meaning of the original by conveying that the U.N. reports an increase in Afghan civilian casualties due to air strikes, including the specific context of rising numbers."
uber agrees to settle u.s. lawsuit filed by india rape victim,uber reaches settlement in high-profile u.s. lawsuit linked to india rape case: the broader implications,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",uber settles high-profile u.s. lawsuit related to india rape case,0.9190136194229126,0.9488788843154908,0.9562762975692748,0.9525632858276368,medium,The neutralized headline conveys that Uber settled a lawsuit related to a rape case but lacks the specificity that it was a settlement with a victim and does not explicitly state the victim's nationality.
mistrust of clinton on trade shadows her at democratic convention,lingering trade mistrust casts a shadow over clinton at democratic convention,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",lingering trade mistrust affects clinton at democratic convention,0.9349677562713624,0.9197136163711548,0.9029289484024048,0.911243975162506,medium,"The neutralized headline alters the phrasing and order of the ideas, which slightly changes the emphasis and clarity of the mistrust, thus partially preserving the original meaning."
trump retains marc kasowitz as private attorney for russia probe: source,why trump's choice of marc kasowitz as attorney for russia probe raises eyebrows,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",trump chooses marc kasowitz as attorney for russia probe,0.8739043474197388,0.9834823608398438,0.9476435780525208,0.9652304649353028,medium,"While the neutralized headline conveys that Trump is using Kasowitz as an attorney for the Russia probe, it omits the nuance that he is retaining him specifically as a private attorney, which indicates an ongoing relationship rather than a new choice."
japan's abe says time for talk is over on north korea,what did abe mean when he said the time for talks with north korea is over?,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",abe's statement on the conclusion of talks with north korea,0.6960079669952393,0.9197484254837036,0.8929445743560791,0.9061483144760132,medium,"While the neutralized headline conveys that Abe made a statement regarding talks with North Korea, it lacks the urgency and finality implied in the original headline that talks are definitively over."
mexico's pemex fires warehouse workers for oil theft,the untold story behind pemex's bold move to fire workers amid oil theft allegations,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",the story behind pemex's decision to fire workers amid oil theft allegations,0.6794818043708801,0.9133479595184326,0.9149892330169678,0.9141678810119628,medium,"The neutralized headline preserves some aspects of the original, such as the context of firing workers and the issue of oil theft, but it alters the emphasis from a specific action taken by Pemex to a more general narrative about the reasons behind the decision."
trump hints at pardon for former arizona sheriff arpaio,could a pardon for sheriff arpaio be on trump's agenda? insights inside,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",pardon for sheriff arpaio may be considered by trump,0.8805927634239197,0.8997032642364502,0.8851551413536072,0.8923698663711548,medium,"The neutralized headline retains some elements of the original meaning, such as the potential for a pardon and the involvement of Trump, but it lacks the nuance of Trump's direct hint and does not indicate urgency or intent as strongly as the original."
former trump adviser interviewed in congress in russia probe,former trump adviser's congressional interview: what are the implications?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",former trump adviser's congressional interview and its implications,0.7645643353462219,0.9130306243896484,0.9039100408554076,0.9084474444389344,medium,"The neutralized headline changes the focus from the specific event of a congressional interview regarding a Russia probe to a more general mention of the interview and its implications, resulting in a partial loss of the original meaning."
auto & transport roundup: market talk,key market insights: what's driving the current buzz in auto and transport?,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",key market insights on current trends in auto and transport,0.7165910005569458,0.8368198871612549,0.8423699140548706,0.8395857214927673,medium,"While both headlines refer to the auto and transport market, the neutralized version shifts the focus from a roundup of discussions to a more analytical perspective on current trends."
split in temer ruling coalition likely dooms reform agenda,what does the coalition split mean for temer's reform agenda?,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",what the coalition split means for temer's reform agenda,0.8653384447097778,0.9150876998901368,0.913968563079834,0.9145278334617616,medium,"While the neutralized headline hints at the implications of the coalition split on the reform agenda, it does not convey the same sense of inevitability implied by the original headline regarding the doom of the agenda."
toxic firecracker haze darkens indian capital after festival of lights,the aftermath of diwali: how toxic haze gripped india's capital,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",the effects of diwali on air quality in india's capital,0.6362026333808899,0.8744887113571167,0.8650688529014587,0.869753360748291,medium,"While both headlines address the impact of Diwali on air quality, the neutralized version lacks the specific mention of 'toxic firecracker haze' and the immediate consequence of darkening, which alters the urgency and specificity of the original message."
"obama, canada's trudeau discuss fight against islamic state: white house",obama and trudeau unite: what their discussion on combating isis reveals,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",obama and trudeau discuss efforts to combat isis,0.9010977149009703,0.9395795464515686,0.898688554763794,0.9186792969703674,high,"The neutralized headline maintains the core meaning of the original by stating that Obama and Trudeau are discussing efforts to combat the Islamic State, aligning closely with the original focus on the collaboration against the same threat."
"obama to meet raul castro, dissidents on historic trip to cuba",what could obama's meeting with castro and dissidents mean for u.s.-cuba relations?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",obama meets with castro and dissidents to discuss u.s.-cuba relations,0.9131767749786376,0.8888164758682251,0.8877096772193909,0.8882626891136169,medium,"While the neutralized headline captures the gist of the meeting between Obama, Castro, and dissidents, it omits the notion of the trip being historic and changes the context from a specific visit to a general discussion."
islamic state bombing kills dozens in east syria: war monitor,the human cost of conflict: latest isis bombing claims lives in eastern syria,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",the impact of conflict: recent isis bombing results in fatalities in eastern syria,0.6829568147659302,0.8943869471549988,0.8784890174865723,0.8863666653633118,medium,"While the neutralized headline conveys that there were casualties from a bombing, it obscures the specific nature of the event (an ISIS bombing) and uses less direct language, which alters the emphasis and urgency of the original headline."
microsoft victory in overseas email seizure case is upheld,a legal victory for microsoft: what this means for digital privacy,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",a legal victory for microsoft and its implications for digital privacy,0.5850458145141602,0.8691339492797852,0.8697187900543213,0.8694262504577637,medium,"While the neutralized headline conveys that Microsoft achieved a legal victory, it shifts the focus from the specific email seizure case to broader implications for digital privacy, thus partially preserving the original meaning."
