title,source_tag
tight race as south africa's anc prepares to elect zuma successor,extended
final assault on islamic state in raqqa to start on sunday -commander,extended
spanish court orders release on bail for catalan parliament speaker: court source,extended
four french schoolchildren killed as train plows into bus,extended
saudi arabia recalls ambassador to germany over gabriel comments,extended
factbox: catalonia-spain crisis - what happens next?,extended
philippines' duterte to seek one-year extension of mindanao martial law,extended
trump says his comments on mexican-american judge misconstrued,extended
blinken set to meet chinese leaders as superpowers manage rivalry,original
"republicans kill border tax, focus on corporate rate cuts",extended
france opens door to strengthen iran nuclear deal for post-2025,extended
trump administration seeks to muzzle u.s. agency employees,extended
"china's communist party to discuss amending constitution, graft fight",extended
china considers punishing those who slander heroes and martyrs,extended
japanese man kills wife and priestess sister with sword in bizarre family feud: media,extended
"janus' gross says trump will be one-termer, in failure for populism",extended
u.s. to review energy royalty rates on federal land,extended
"cambodia's hun sen will fall like mugabe, says opponent rainsy",extended
australia’s prime minister calls elon musk an ‘arrogant billionaire’,original
white house rejects report critical of republican health plan,extended
czech parliament revokes communist-era policeman's election to oversight post,extended
treasury chief says reviewing iran's aircraft licenses,extended
new york mayor to back $2.5 billion light rail in key speech,extended
"obama names first african-american, woman to be librarian of congress",extended
"trump declares end to 'war on coal,' but utilities aren't listening",extended
trump claims obama wiretapped him during campaign; obama refutes it,extended
"hungary demands faster eu, nato integration of west balkans",extended
macri ally leads argentina senate race against former president,extended
fda nominee moves to untangle potential conflicts of interest,extended
gunman attacks saudi security forces at gate of jeddah royal palace,extended
"donald trump is used to the finer things in life. at the courthouse, 'he's miserable.'",original
north korea petitions russia to let workers stay despite sanctions: ifax,extended
u.s. health secretary says his job is to follow obamacare law,extended
illinois governor orders special session to break budget impasse,extended
trump says to call uk's may on friday following train blast,extended
u.s. justices rule against virginia republicans in black voters case,extended
"uk seeks arrest of manchester bomber's brother, asks libya to extradite him",extended
trump's war chest one of smallest in recent presidential campaigns,extended
usgs says cannot confirm if north korea quake natural or manmade,extended
senator mccain returning to arizona for cancer treatment: statement,extended
trump to clinton: 'no more mr. nice guy',extended
trump says north korea problem 'will be taken care of',extended
republican hold on u.s. state legislatures could slip in election,extended
trump's islam comments draw attacks as republicans discover civility,extended
u.s. states to file new suit challenging trump healthcare subsidy cut,extended
iran's khamenei warns u.s. against 'wrong move' on nuclear deal,extended
tax policy expert eyed for senior white house economic post: cnbc,extended
senator mccain says russia hacking probe not intended to question u.s. election result,extended
republican lawmakers worry about running on trump's coattails,extended
state dept. oks possible sale of $1 billion in military vehicles to britain,extended
trump says only role for u.s. in libya is defeating islamic state,extended
eu negotiator says british withdrawal deal must be ready by oct. 2018,extended
dozens of prisoners on the run in central ivory coast,extended
clinton says she would 'go further' than obama on immigration: statement,extended
former trump campaign adviser page to testify in russia probe on june 6: abc news,extended
congo president says whoever killed u.n. experts will be punished,extended
candidates and what's at stake in honduras presidential election,extended
u.s. congresswoman urges labor department to probe chipotle over wage theft allegations,extended
"trump: hurricane irma has ""absolutely historic destructive potential""",extended
"trump, after talk with china's xi, says north korea faces more sanctions",extended
ireland says 'lot of work' needed to move to next phase of brexit talks,extended
metoo founder defiant after weinstein wins rape appeal,original
investor carl icahn steps down as adviser to president trump,extended
zimbabwe war vets threaten to unleash crowds on mugabe,extended
exclusive: u.s. to withhold up to $290 million in egypt aid,extended
highlights: the trump presidency on january 31 at 8:11 p.m. est/0111 gmt,extended
eu says needs concrete evidence from turkey to deem gulen network as terrorist,extended
austria's conservatives show few qualms about teaming up with far right,extended
gunmen kill intelligence officer at islamabad shi'ite mosque,extended
exclusive: mexican leftist has 11-point lead ahead of 2018 election - poll,extended
u.n. chief says no communication with north korea is dangerous,extended
"syrian army, allies 3 km from deir al-zor enclave: state tv",extended
too early to talk about lebanon's government resigning: parliament speaker,extended
austria's likely next chancellor hopes to form govt. in 60 days: paper,extended
merkel vows to restrict trade with turkey over arrests,extended
british urged to map out post-brexit future for lawyers,extended
top tax-writing republican says tpp trade deal not dead in congress,extended
can paris still deliver on its olympic promises with only three months to go?,original
congressman proposes ban on trump hotels use by u.s. government,extended
judge says clinton may have to testify in email lawsuit,extended
"trump calls egypt's sisi, says keen to overcome obstacles",extended
"‘i’m not here to make other women feel like shit’: robyn malcolm on acting, ageing and the power of art",original
trump says ending two ceo advisory panels: tweet,extended
"taliban attack afghan checkpoints, killing more than 20 police",extended
donald trump to meet with henry kissinger: washington post ,extended
u.s. house republicans finalize list of rules to kill in wednesday vote,extended
"turkey to form closer ties with iraqi central government after referendum, pm says",extended
"toll in sanaa fighting rises to 234 killed, 400 wounded: icrc",extended
syrian rebels hand border crossing to opposition government,extended
u.s. has room to fight any future downturn with spending: furman,extended
defense department promises plan to defeat islamic state,extended
red cross federation chief vows corruption crackdown,extended
graft probe into mexico president's ally poses tricky challenge ahead of elections,extended
nordic states step up defense cooperation because of russia worries,extended
pinera leads chile election at partial count: electoral agency,extended
u.s. military posture unchanged after iran missile test: pentagon spokesman,extended
ohio system of purging inactive voters not legal: court,extended
some u.s. visitors to cuba complain of symptoms similar to embassy 'attacks': u.s.,extended
pence says trump will take aggressive action to combat cyber hacking,extended
niger delta leader calls on avengers to hold off oil attacks,extended
lawyer for detained myanmar journalists denied access in bangladesh,extended
"puerto rico governor says he wants to improve, not 'destroy,' prepa restructuring",extended
catalan separatists win election in rebuke to spain and eu,extended
"yemen islamist party members arrested, ratcheting up tensions",extended
u.s. jets fire flares to warn russian jets in syria,extended
"tunisian migrant, navy boats collide; eight bodies found",extended
top u.s. senate democrat says trump's nominees need 'thorough' vetting,extended
mugabe holds more exit talks with generals: state media,extended
"trump presidency faces longer odds after iowa, betting sites say",extended
turkey's erdogan says u.s. decision on jerusalem disregards united nations,extended
bbc reporter at trump trial as man sets himself on fire,original
congress should weigh u.s. regulation of gun 'bump stocks': republican senator,extended
trump said firing comey relieved 'great pressure': new york times,extended
islamic state claims attack on damascus police center,extended
indonesian officials find multiple violations in deadly factory blaze,extended
contentious cases await trump's u.s. high court nominee gorsuch,extended
senator collins says undecided on final tax bill vote,extended
"mexico's border trade capital craves clinton win, with caveats",extended
putin says u.s. 'hysteria' over russia is election ploy,extended
trump to make working visit to uk in early 2018: report,extended
egypt summons several western ambassadors over criticism of rights lawyer's detention,extended
kushner divests equity in major nyc property,extended
bulgarians use 'speed dating' to get know migrants,extended
the big picture: lydia goldblatt’s reflection on family and absence,original
brexit can be 'comfortably' negotiated in two years: johnson,extended
persistently high commodity prices could delay rate cuts,original
treasury's mnuchin to 'push hard' for u.s. interests at g20: official,extended
"despite failed round, u.n. syria talks only viable peace effort, france says",extended
new zealand's 'kingmaker' to start talks with both major parties this week,extended
republican tax plan would deal financial hit to u.s. universities,extended
russia accuses u.s. of training former islamic state fighters in syria,extended
"myanmar, accused of crackdown, invited to u.s.-thai military exercise",extended
highlights of reuters interview with house speaker ryan,extended
"turkey, iran agree to discuss russia's syrian congress proposal",extended
"erdogan adviser sees recovery in turkey ties with germany, eu",extended
u.s. house republicans end plan to weaken ethics watchdog,extended
strong defense relationship with britain to continue: pentagon spokesman,extended
european parliament wants britain to end discrimination against eu citizens: draft,extended
mexico minister says trump team receptive in trade discussions,extended
trump-backed navy expansion would boost costs some $400 billion over 30 years: study,extended
white house: will not rule out more guantanamo releases this week,extended
congress to start undoing obama-era regulations this month: leader,extended
sessions slams chicago sanctuary policies,extended
four u.n. peacekeepers killed in two separate attacks in mali,extended
venezuela frees 36 jailed opponents in christmas gesture,extended
u.s. says it wants syrian government to negotiate 'seriously' with opposition,extended
obama drinks coconut water to cool down in laos,extended
factbox: dakota access pipeline's long journey,extended
"factbox: republicans retain control of senate, house",extended
police fire tear gas at congo opposition leader's supporters,extended
hungary not planning to move israeli embassy to jerusalem: pm,extended
factbox: where trump found his edge over clinton,extended
china air force drills in sea of japan and again around taiwan,extended
dog lover putin gets top breed pup as gift from turkmen leader,extended
bridgewater's dalio says trump's populist policies could hurt world economy,extended
same-day voter registration temporarily reinstated in illinois,extended
pope implicitly criticizes u.s. for leaving paris climate accord,extended
supreme court seems poised to limit the 2020 election case against trump,original
"democrats say trump agrees to work on immigration bill, wall in dispute",extended
indians vote in first stage of election seen as acid test for modi,extended
trump drops pledge to back republican presidential nominee other than himself,extended
trump mounts bid to turn clinton controversy to his advantage,extended
bounce for australian pm as voters tire of leadership roundabout,extended
iraq parliament votes to halt transactions with kurdistan: state tv,extended
irish minister says expects election to be avoided,extended
six farmers killed in apparent land dispute in peru's amazon,extended
"obama, saudi prince focus on iraq and syria in washington meeting",extended
cyprus says it agrees with spain to postpone southern eu summit,extended
paris climate deal cannot be renegotiated: eu commissioner,extended
"senator paul says he, three other republicans oppose new healthcare draft: ap",extended
trump to host singapore's prime minister oct. 23 -white house,extended
"trump-installed consumer agency head sets hiring freeze, halts new rules",extended
dubai frees briton sentenced for touching another man: advocacy group,extended
philippines set to keep open pit mining ban as duterte rejects call to lift it,extended
britain's hammond says 'very confident' of deal on brexit talks,extended
republican attorneys general target obama 'dreamer' program,extended
russian occupation of crimea marked by grave human rights violations - u.n.,extended
details of first putin-trump meeting not yet settled: kremlin,extended
pentagon announces additional $6 billion in military aid for ukraine,original
comey's friend says he's turning over comey's trump memos to fbi: msnbc,extended
lawyer assisting in murdered italian student investigation detained in egypt,extended
mexico president says supreme court should rule on security law,extended
white house: no change to 'one china' policy after trump call with taiwan,extended
hungarians take walking tour to overcome fears of muslims,extended
syrian government envoy: u.s. and turkish troops should leave syria,extended
"factbox: trump on twitter (sept 1) - texas, louisiana, stocks",extended
trump faces obstacles in bid to re-shape key u.s. courts,extended
chile's pinera says spending plan would cost $14 billion,extended
singer jennifer holliday pulls out of trump inauguration event,extended
robert f. kennedy's son announces run for illinois governor,extended
kremlin says u.s. hacking allegations are 'reminiscent of a witch-hunt',extended
"palestinian leader abbas in cairo, istanbul to rally region over jerusalem",extended
"as obama pushes agenda, texas leads legal push-back",extended
u.s. state dept keeps hiring freeze as tillerson looks to downsize,extended
"factbox: trump on twitter (july 12) - hillary clinton, trump jr., bastille day",extended
china minister warns against seduction of values by western nations,extended
senator shelby starts to break banking nominee logjam,extended
obama administration seeks to curb methane emissions on public land,extended
germany must prepare for 'rough ride' under trump: vice chancellor,extended
"factbox: trump to meet with linda mcmahon, gen. john kelly, u.s. prosecutor",extended
trump to meet indiana governor mike pence over the weekend,extended
britain says 'conceivable' manchester attack might have been stopped,extended
"clinton happily yields national spotlight to trump, avoids its glare",extended
democratic vp nominee kaine expected to release medical records later on wednesday: abc,extended
french socialist party puts its historic building for sale,extended
five detained over wired explosives found in posh paris neighborhood,extended
california senate approves bill ending mandatory prostitution sentences,extended
british official urges social media companies to block militant content,extended
"seeking to regain ground, trump calls clinton corrupt and a liar",extended
war and the prize: how some nobel laureates turn away from peace,extended
"senator lindsey graham wants billions in emergency funds for egypt, jordan, lebanon",extended
sanders expected to endorse clinton on tuesday: new york times,extended
white house says no ethanol executive order in the works,extended
young generation revulsed by breivik may sway norway's election,extended
republican senator says trump yet to demonstrate needed stability,extended
should i stay or should i go? u.s. civil servants gird for trump,extended
chicago black pastors shun mayor's annual king breakfast,extended
canada to expel venezuelan diplomat in retaliatory move,extended
puerto rico debt bill gains backers in u.s. senate; close vote seen,extended
four democrats seek probe into reviews ordered by acting sec chair,extended
u.s. legislators to call for release of americans held by iran,extended
trump taps goldman sachs executive cohn for key economic post,extended
house approves stop-gap government funding bill,extended
"thirty-eight injured in police charges in catalonia, say emergency services",extended
ukraine president submits anti-corruption court law to parliament,extended
zimbabwe's mugabe sacks vp seen as top succession candidate,extended
u.s.-led coalition says 100 is fighters in raqqa surrendered in last 24 hours:  spokesman,extended
u.s. lawmakers seek looser energy development rules for tribal lands,extended
"senate plan delays corporate tax cut, won't repeal obamacare mandate: senator",extended
freeport indonesia shuts main supply route to mine after shooting,extended
white house weighs abandoning estate tax repeal in republican tax push,extended
"tillerson, zarif spoke directly at iran nuclear talks",extended
new slovak education minister appointed after coalition crisis,extended
mitch mcconnell: 'the man in the middle' of u.s. healthcare war,extended
exclusive: trump campaign had at least 18 undisclosed contacts with russians: sources,extended
split in temer ruling coalition likely dooms reform agenda,extended
kremlin: u.s. arms supplies to ukraine would set back peace efforts,extended
russia's lavrov says allegations of meddling in catalonia hysteria: ifax,extended
u.s. calls for u.n. to impose strongest measures on north korea,extended
yemen's saleh ready to turn new page if saudi-led attacks end,extended
egyptian singer jailed over video inciting debauchery,extended
house republicans seek $1 billion in medicaid funds for puerto rico,extended
trump ally stone denies collusion with russia,extended
trump in unexpected meeting with republican party chairman,extended
"british foreign minister to visit iran, lobby for jailed aid worker",extended
mexico to receive $150 million from catastrophe bond after quake,extended
"california, eyeing cosby, ends statute of limitations for rape",extended
syria's assad calls u.s.-backed militias 'traitors',extended
eu leaders to give mandate for next phase of brexit talks: lithuanian president,extended
new york state senate confirms vullo as top financial regulator,extended
energy & utilities roundup: market talk,original
obama administration offers $66 million to aid coal communities,extended
zuma given november 30 deadline ahead of south africa decision on graft charges,extended
"iranian foreign minister urges regional cooperation after returning from oman, qatar",extended
michigan governor snyder to testify at house hearing on flint,extended
"u.s. air force picks raytheon, lockheed for next-gen cruise missile",extended
"britain's may sees off challenges to brexit plan, so far",extended
texas court dismisses indictment against former governor rick perry,extended
pennsylvania governor signs law expanding wine sales to private stores,extended
brexit transition deal will require new uk legislation: minister,extended
lebanese president hopes hariri visit to france will end crisis,extended
"german parties back nato, want good ties with russia: document",extended
"philippines seeks big cut in drug rehab budget, stoking lawmakers' concern",extended
new zealand's kingmaker party to make announcement on government formation on thursday,extended
former egyptian premier says still considering presidential bid,extended
independent catalonia would need to apply to join eu: juncker,extended
u.s. lawmakers push yucca nuclear dump facing transport crunch,extended
kenya election board: all eight candidates will be on ballot in repeat poll,extended
"obama, merkel push for trade deal as foreign crises weigh",extended
syria's assad discussed peace process with putin's envoy: ria,extended
gunmen kill four  in sectarian attack in pakistan,extended
"venezuela's unrest, food scarcity take psychological toll on children",extended
trump expects to raise $1 billion with republican party: nbc,extended
"awaiting trump's coal comeback, miners reject retraining",extended
u.s. lawmakers gear up to block trump plan to slash oil stockpile,extended
california or bust? clinton hopes to strike gold in pivotal vote,extended
"trump says 'his decision' to fire fbi chief, calls him 'showboat': nbc interview",extended
"south korea to resume building two new nuclear reactors, but scraps plans for 6 others",extended
"with french down on strikes, macron reforms get easier ride",extended
putin critic navalny calls election boycott rallies,extended
'nobody will take my voice anymore' - israeli hostage,original
ruling on supreme court justice scalia's cause of death may take days: judge,extended
‘prefer remaining in jail for nine more years’: imran khan rules out negotiations,original
oic draft declaration says trump's jerusalem move marks u.s. withdrawal from peace process,extended
"following advice, potential fbi chiefs steer clear of job under trump",extended
"part protest, part rave: the indigenous artists stunning the venice biennale",original
democrats take aim at mnuchin as confirmation hearing looms,extended
u.s. says troubled by reports of another u.s. citizen jailed by iran,extended
lebanon's hariri denounces iraqi shi'ite paramilitary's visit to border,extended
no hike in argentine defense spending despite sub tragedy: senator,extended
u.s. judge upholds virginia's voter id law,extended
goldman's blankfein is only major financial firm ceo to join trump on china trip,extended
epa exercises enforcement discretion for all florida power plants,extended
"u.s. lifts sudan sanctions, wins commitment against arms deals with north korea",extended
"trump administration red tape tangles up visas for skilled foreigners, data shows",extended
merkel reassures eu over lack of berlin coalition deal,extended
u.s. and iran argue over inspections at nuclear watchdog meeting,extended
pelosi says trump may try to 'wriggle out' of russia sanctions,extended
"trump taps climate change skeptic, fracking advocate as key energy advisor",extended
internet: living with the great firewall of china,extended
croatia opposition seeks government no-confidence vote on agrokor handling,extended
putin says trump should be respected,extended
taiwan seeks to build soft power with retooled southbound policy,extended
"u.n. decries israel's killing of gaza amputee, israel denies he was targeted",extended
uk pm may's spokesman warns against 'speculating' that money involved in dup brexit row,extended
comey to be pressed on whether trump interfered with russia probe,extended
russian foreign ministry 'working behind scenes' to resolve north korea crisis: ria,extended
senior thai royal official dismissed in latest shake-up: palace,extended
"new jersey governor christie halts road, bridge projects",extended
"chinese media alarmed at trump trade adviser, warn of u.s. showdown",extended
ex-congressman indicted on 24 counts in spending scandal,extended
security logs of clinton email server show no evidence of foreign hacking: nyt,extended
"trump adds new twist to immigration proposals, but legal doubts persist",extended
obama wins over cubans with straight talk and humility ,extended
"as canada prepares for legal pot, ex-cops get into the business",extended
in trump we trust: inauguration prompts celebration in russia,extended
iraqi prime minister declares victory over is in tal afar,extended
sportsmen fight trump energy plans alongside environmental left,extended
"from wall street to wisconsin, brokers cheer trump's order",extended
defense secretary mattis sees growth for silicon valley defense unit,extended
"short-term government funding, disaster aid bills advance in house",extended
senate democrats to force vote on fcc net neutrality repeal,extended
pentagon chief would back lifting restrictions on u.s. arms to vietnam,extended
"kim jong nam had nerve agent antidote in bag, malaysian court told",extended
"trump concludes fed chair interviews, could decide next week: source",extended
trump's immigration outrage poses challenge for cruz in texas,extended
sanders not ending campaign in thursday's video speech: spokesman,extended
british woman sentenced in egypt to three years in jail for smuggling painkillers,extended
exclusive: clinton campaign also hacked in attacks on democrats,extended
republican lawmakers propose more conservative obamacare fix,extended
trump raised $100 million in 'small-dollar' donations in october,extended
white house says denuclearization remains priority for korean peninsula,extended
clinton says trump is most divisive candidate 'in our lifetimes',extended
"australian senate rejects proposed visa, citizenship curbs",extended
"pleas to flee, a desperate video: inside venezuela's oil industry purge",extended
hariri says his saudi stay was to discuss lebanon's future,extended
u.s. opposes changing nj senator menendez's corruption trial schedule,extended
obama says he respects britain's decision to leave eu,extended
activist mckesson releases platform in baltimore mayoral race,extended
"obama to visit poland, spain in nato summit trip in july: white house",extended
christie to battle new jersey's drug abuse problem in last year as governor,extended
trump to nominate pruitt to lead u.s. environmental agency: statement,extended
"republican senator rubio will back tax bill: cnbc, citing sources",extended
foreign government code reviews 'problematic': white house cyber official,extended
trump administration reverses policy on fiancés as travel ban takes effect,extended
australia's high court hears challenge to same-sex marriage vote,extended
"russia, u.s. stalemate over syria chemical weapons inquiry",extended
pro-palestinian protesters arrested at yale university (videos),original
senators urge house to move on aviation security bill,extended
four vietnamese nationals arrested in london over people smuggling,original
german prosecutor demands life for neo-nazi suspect zschaepe,extended
sanders will vote for clinton to stop trump,extended
"obama visits midway atoll, a symbol of his climate, asia legacy",extended
trump says to host india's modi for u.s. visit later this year: white house,extended
leicester promoted to premier league after leeds crash to heavy defeat at qpr,original
potential trump high court nominee mocked him on twitter,extended
"u.s. senate panel suspends rules, backs price, mnuchin for cabinet",extended
"the big squeeze: this election year, it’s all about the money",extended
iceland pm calls snap election after coalition party quits over 'breach of trust',extended
exclusive: u.s. investigators in russia probe look at role of flynn partner,extended
venezuela's maduro keeps eye on prize: 2018 presidential vote,extended
u.s. supreme court takes up major transgender rights case,extended
trump gives u.s. military authority to set afghan troop levels: u.s. official,extended
at least 19 drown when boat capsizes in northern india: police,extended
factbox: top agricultural exports vulnerable to irma,extended
california voters embrace recreational marijuana,extended
"after long delay, u.s. senate approves envoy to mexico",extended
‘people think i hate pop’: super-producer ag cook on working with beyoncé and honouring his friend sophie,original
house democrats introduce bill to curb company tax inversions,extended
trump will not block ex-fbi chief comey's testimony: white house,extended
"mayor, city manager of texas 'spinach capital' arrested for corruption",extended
german citizen on trial in turkey on political charges: media,extended
u.s. house tax chief says trump border tax not singling out mexico,extended
"working the farm, while trump talks tough on immigration",extended
russia likely to reduce forces in syria before year-end -general,extended
brazil prosecutor says new audio threatens batista leniency deal,extended
putin says parliamentary elections showed russians trust government,extended
ousted michigan lawmakers face felony charges for affair cover-up,extended
honduran presidential result due at 9 pm: electoral tribunal,extended
"myanmar, bangladesh ink rohingya return deal amid concern over army's role",extended
election campaigning underway in japan as abe takes on hope,extended
saudi king salman to visit white house early next year: white house,extended
factbox: candidate platforms in chile presidential runoff,extended
south korea's moon says cannot recognize north korea as nuclear state,extended
trump orders review of visa program to encourage hiring americans,extended
"after u.n. veto, russia moves against chemical weapons watchdog",extended
"u.s. judge halts deportation of more than 1,400 iraqi nationals",extended
trump to nominate former senate aide peirce for sec commissioner,extended
uk pm may welcomes trump's pick for u.s. ambassador: spokeswoman,extended
macron's europe reforms in focus in german coalition talks: gabriel,extended
billionaire branson to ride out hurricane irma on necker island,extended
"factbox: trump names executives, labor officials to manufacturing jobs council",extended
rare protest in junta-ruled thailand after mourning chaos,extended
mattis directs joint chiefs head to prepare to carry out trump's south asia strategy,extended
france to give 15 million euros in aid for syrian areas freed from islamic state,extended
germany not mulling sanctions against u.s. after climate pact withdrawal,extended
"scared by trump, some migrants on mexico border give up american dream",extended
"uk says needs 1,200 officials to register eu nationals after brexit",extended
"wisconsin, ohio, california among states targeted by russian hackers in 2016 race",extended
"kushner, former trump adviser mcfarland spoke with flynn about russia contacts: cnn",extended
senators urge tillerson to meet with activists in russia,extended
"singapore minister says he, and his colleagues, all prepared to become next pm if called upon",extended
"robert michel, champion of washington civility in senior house post, dies at 93",extended
"fake news hurts trust in media, mainstream outlets fare better: poll",extended
"u.s. outlines nafta objectives, includes currency provision",extended
protest over odor from rotting corpses shuts mexican government office,extended
tillerson says north korea's aggression endangers 'entire world',extended
incoming new zealand government to review central bank objectives,extended
south sudan judges end strike to return to huge legal backlog,extended
mccain to trump on russian hacking: 'the facts are there' - cbs,extended
zimbabwe military's statement after seizing power,extended
"trump speaks with leaders of saudi arabia, uae and qatar",extended
eu urges swifter brexit talks as london seeks 'flexibility',extended
senior lawmaker conyers leaves u.s. congress after harassment accusations,extended
"trump meets with leaders of building, sheet metal unions",extended
texas lawyer sues cruz to challenge eligibility,extended
investors buoyed by trump's readiness to move on from obamacare,extended
"french arrest nine, swiss one in joint anti-terrorism swoop",extended
u.s. protesters march against trump presidency for fifth day,extended
eu close to deal on using russian assets for ukraine – belgium,original
erdogan says turkey will close iraq border and air space soon,extended
new russian envoy describes 'warm' meeting with trump: agencies,extended
honduran presidential candidate to review u.s. troops presence,extended
u.s. journalist among 19 killed in south sudan fighting: rebels,extended
white house: congress has more work to do on spending bill,extended
republican makes first move to work with democrats on healthcare,extended
"trump's fbi pick vows independence, says russia probe no 'witch hunt'",extended
"orlando shooter traveled to saudi arabia in 2011, 2012: msnbc",extended
u.s. supreme court rejects new zealand-based internet mogul's appeal,extended
no brexit deal would be 'a very bad deal' warns eu's barnier,extended
"trump, france's macron to discuss syria and terrorism during paris visit",extended
"respect 'status quo' of jerusalem, says pope in response to trump move",extended
togo forces fire tear gas to disperse anti-government sit-in,extended
kenyan election board chairman says hard to guarantee free election,extended
montana congressman-elect sentenced to community work for assaulting reporter,extended
pence: both sides would accept clear outcome to u.s. election,extended
trump: father of ucla player in shoplifting case is 'ungrateful fool',extended
house panel to probe possible russia-trump campaign collusion: democrat,extended
sessions sets limits on u.s. federal funding for sanctuary cities,extended
uk brexit minister says 'good prospect' of agreeing transitional deal with eu,extended
saudi-led air strikes support yemen's saleh as he shifts against houthis,extended
"like zimbabwe, south africa needs leadership change: anc official",extended
closely fought election to test kyrgyzstan's fragile stability,extended
"trump to press china on north korea, trade on beijing visit",extended
release of house tax bill delayed until thursday,extended
judge tells ex-trump adviser manafort to stop communicating with media,extended
liberia's president says 'our democracy is under assault',extended
factbox - german coalition watch: we want experiment to succeed - cdu,extended
mother of rwandan president's challenger tells court of torture,extended
u.s. military says conducted air strike against isis in somalia,extended
"trump finally backs off obama birth claim, falsely says clinton started it",extended
obama hopes for quiet after white house but will defend 'core values',extended
"turkey to hire 110,000 new public servants in 2018",extended
trump confirms he is considering mattis for u.s. defense post,extended
ugandan army attacks rebel camps in eastern congo,extended
"in meeting, trump to push a reluctant xi to rein in north korea",extended
republican presidential candidate cruz proposes military boost,extended
"forbidden in china, but trump skirts 'great firewall' to tweet about beijing trip",extended
pro-palestinian students have peacefully evacuated prestigious paris university campus building,original
middle east crisis live: white house says it wants ‘answers’ from israel after mass graves found near hospitals in gaza,original
donald trump throws counter punch after joe biden comments,extended
"losing immunity, german anti-immigrant party's co-head may face perjury charge",extended
"pence slams venezuela government, drawing rebuke from maduro",extended
u.s. captures suspected benghazi attack militant,extended
turkey says regrets to see veto of u.n. resolution on jerusalem,extended
european union asks obama to stop 9/11 saudi bill,extended
russia says accusations it was behind dnc email hack are insulting - ifx,extended
u.s. lawmaker calls on irs chief to resign over handling of hacked data,extended
protesters face off as u.s. abortion debate heats up,extended
catalan speaker freed on bail but gagged for election campaign,extended
heathrow launches environmental consultation on expansion,extended
record number of states punishing human rights activism: u.n,extended
british lesbian wins right to spousal visa in landmark hong kong case,extended
trump to propose five-year lobbying ban on ex-executive branch officials,extended
tillerson to visit turkey as raqqa operation heats up,extended
factbox: key players in south africa's anc leadership race,extended
finland seeks jail for men accused of planning to join syria militant group,extended
venezuela opposition says ballot sheet unfair for oct. 15 vote,extended
u.s. pledges up to $60 million for security in sahel region,extended
obama casts early vote for 2016 election during chicago trip,extended
jenner uses women's restroom at trump property,extended
"factbox: where the bookies and trading exchanges put trump, clinton odds",extended
eu ready for climate leadership in case of u.s. withdrawal from paris deal,extended
creditors sue to block puerto rico development bank withdrawals,extended
smog chokes indian capital as emergency measures fail to bring relief,extended
liberian court halts presidential run-off vote amid fraud probe,extended
protest greets former trump adviser bannon at hong kong investor event,extended
mattis says u.s. military policy in syria unchanged,extended
"obama pushes values and prods trump in final, emotional address",extended
judge gives florida voters more time to register after hurricane,extended
"north korea deepening economic, diplomatic isolation: mattis",extended
u.s. syria strikes unlikely to halt tillerson moscow visit: ifax,extended
epa chief wants scientists to debate climate on tv,extended
wooing sanders supporters will be tough task for clinton,extended
putin says he doesn't know who hacked u.s. democratic party: bloomberg,extended
u.s.-backed forces not planning on entering deir al-zor city,extended
china warns us not to step on its 'red lines',original
"illinois house enacts fy 2018 budget, ending record impasse",extended
"russian defense minister meets u.s. envoy to moscow, discuss security: tass",extended
afghan president 'grateful' for trump's commitment to fighting taliban,extended
death toll in collision between tunisian navy and migrant boat reaches 34,extended
netanyahu sees 'many' nations following u.s. move on jerusalem,extended
number of uninsured unchanged in revised u.s. health bill: cbo,extended
opposition takes surprise lead over u.s. ally in honduras election,extended
factbox: how would a brokered republican convention work?,extended
southwest exits airports as boeing delays hit growth plans,original
farc dissidents face full force of colombia military: president,extended
trump aide plays down prospect of upending 'one china' policy,extended
"ghana fuel site blast kills at least 7, injures dozens",extended
non-eu norway appeals for smooth brexit terms,extended
u.s. lawmaker to scrap bill to sell public lands after backlash,extended
donald trump jr. adds washington lawyer to legal team,extended
two florida nuclear plants likely to shut if irma stays on path,extended
democratic presidential candidate bernie sanders supports bill to audit fed,extended
"with 7.4 million without power, utility workers get respect",extended
"erdogan, putin say u.s. decision on jerusalem will have negative impact on region: sources",extended
"in trump's ohio bastion, supporters dismiss uproar over donald jr.",extended
bhp disappointed by trump withdrawal from paris climate pact,extended
"with obamacare vote, house republicans free to turn to tax reform",extended
house could pass tax reform if senate adds health mandate repeal: ryan,extended
brazil poll shows temer approval plummets on new graft charges,extended
exclusive: u.s. pursues direct diplomacy with north korea despite trump rejection,extended
"merkel says three-way coalition can work, greens skeptical",extended
"uk pm may to listen to concerns on eu bill, but is vital legislation: spokesman",extended
somali man found guilty in kidnapping of canadian journalist,extended
u.s. will phase out program for central american child refugees,extended
leaked memo fuels accusations of ethnic bias in afghan government,extended
venezuela crisis enters dangerous phase as maduro foes go militant,extended
usc vetoed a muslim student’s graduation speech for her pro-palestinian views. why? | mohammed zain shafi khan,original
uk police arrest three in wales over london train bomb attack,extended
governor extends flint water emergency as state approves funds,extended
clinton expands lead over trump to 13 points: reuters/ipsos poll,extended
trump banking review raises fears for global standards talks,extended
tories lead for the first time since june election: times,extended
"senators urge u.s. to close lead testing gaps, citing reuters investigation",extended
venice launches pilot day-tripper entry fee to tackle mass tourism,original
factbox: highlights of draft u.n. north korea sanctions resolution,extended
